node_id,node_type,service_name,environment,region,zone,host_id,container_id,version,cpu_capacity,memory_capacity,replica_count,criticality,scenario_id,topology_id
search_node_22,user_service,search_aux_22,production,us-east-1,us-east-1c,host-619,ct-2015,v1.0.0,2.0,64.0,3,medium,scen_000028,top_0028
search_node_23,user_service,search_aux_23,production,us-east-1,us-east-1b,host-941,ct-4647,v1.3.0,8.0,8.0,4,medium,scen_000028,top_0028
search_node_24,user_service,search_aux_24,production,us-east-1,us-east-1a,host-268,ct-8254,v1.4.0,4.0,8.0,5,medium,scen_000028,top_0028
search_node_25,user_service,search_aux_25,production,us-east-1,us-east-1c,host-106,ct-8776,v2.6.0,4.0,16.0,5,medium,scen_000028,top_0028
search_node_26,user_service,search_aux_26,production,us-east-1,us-east-1c,host-702,ct-9729,v2.4.0,8.0,4.0,1,medium,scen_000028,top_0028
search_node_27,user_service,search_aux_27,production,us-east-1,us-east-1c,host-215,ct-5059,v3.3.0,4.0,16.0,1,medium,scen_000028,top_0028
search_node_28,user_service,search_aux_28,production,us-east-1,us-east-1c,host-120,ct-2406,v2.4.0,8.0,16.0,4,medium,scen_000028,top_0028
search_node_29,user_service,search_aux_29,production,us-east-1,us-east-1a,host-272,ct-7012,v3.5.0,2.0,8.0,1,medium,scen_000028,top_0028
search_node_30,user_service,search_aux_30,production,us-east-1,us-east-1b,host-983,ct-5029,v1.5.0,2.0,8.0,5,medium,scen_000028,top_0028
search_node_31,user_service,search_aux_31,production,us-east-1,us-east-1c,host-233,ct-6778,v2.6.0,2.0,32.0,5,medium,scen_000028,top_0028
search_node_32,user_service,search_aux_32,production,us-east-1,us-east-1b,host-344,ct-6990,v3.1.0,16.0,8.0,4,medium,scen_000028,top_0028
search_node_33,user_service,search_aux_33,production,us-east-1,us-east-1a,host-358,ct-3102,v1.1.0,16.0,32.0,4,medium,scen_000028,top_0028
node_00,elasticsearch,mesh_svc_0,production,us-west-2,us-west-2a,host-685,ct-9870,v2.2.0,16.0,4.0,3,high,scen_000029,top_0029
node_01,notification_service,mesh_svc_1,production,us-west-2,us-west-2b,host-473,ct-4900,v1.3.0,8.0,8.0,3,low,scen_000029,top_0029
node_02,api_gateway,mesh_svc_2,production,us-west-2,us-west-2a,host-561,ct-3599,v2.2.0,8.0,4.0,5,medium,scen_000029,top_0029
node_03,rabbitmq,mesh_svc_3,production,us-west-2,us-west-2a,host-662,ct-2989,v2.5.0,4.0,64.0,2,medium,scen_000029,top_0029
node_04,notification_service,mesh_svc_4,production,us-west-2,us-west-2b,host-155,ct-9065,v3.7.0,2.0,4.0,1,low,scen_000029,top_0029
node_05,rabbitmq,mesh_svc_5,production,us-west-2,us-west-2b,host-706,ct-6006,v3.0.0,8.0,16.0,1,high,scen_000029,top_0029
node_06,postgresql,mesh_svc_6,production,us-west-2,us-west-2a,host-842,ct-6392,v2.1.0,2.0,8.0,1,critical,scen_000029,top_0029
node_07,recommendation_service,mesh_svc_7,production,us-west-2,us-west-2c,host-557,ct-4718,v3.3.0,2.0,4.0,5,high,scen_000029,top_0029
node_08,vm_instance,mesh_svc_8,production,us-west-2,us-west-2b,host-978,ct-9170,v3.7.0,4.0,8.0,5,low,scen_000029,top_0029
node_09,auth_service,mesh_svc_9,production,us-west-2,us-west-2c,host-480,ct-7774,v1.8.0,16.0,16.0,3,critical,scen_000029,top_0029
node_10,rabbitmq,mesh_svc_10,production,us-west-2,us-west-2a,host-132,ct-7122,v2.3.0,16.0,8.0,5,critical,scen_000029,top_0029
node_11,inventory_service,mesh_svc_11,production,us-west-2,us-west-2b,host-368,ct-9183,v1.1.0,8.0,4.0,5,medium,scen_000029,top_0029
node_12,load_balancer,mesh_svc_12,production,us-west-2,us-west-2a,host-495,ct-5499,v3.5.0,16.0,32.0,5,high,scen_000029,top_0029
node_13,notification_service,mesh_svc_13,production,us-west-2,us-west-2b,host-688,ct-6752,v3.9.0,2.0,8.0,5,critical,scen_000029,top_0029
node_14,order_service,mesh_svc_14,production,us-west-2,us-west-2c,host-314,ct-6844,v2.0.0,8.0,32.0,2,medium,scen_000029,top_0029
node_15,api_gateway,mesh_svc_15,production,us-west-2,us-west-2b,host-383,ct-9198,v1.9.0,4.0,64.0,4,critical,scen_000029,top_0029
node_16,rabbitmq,mesh_svc_16,production,us-west-2,us-west-2a,host-326,ct-8181,v3.6.0,2.0,8.0,1,critical,scen_000029,top_0029
node_17,auth_service,mesh_svc_17,production,us-west-2,us-west-2c,host-593,ct-1857,v3.5.0,2.0,32.0,5,medium,scen_000029,top_0029
node_18,postgresql,mesh_svc_18,production,us-west-2,us-west-2b,host-242,ct-6486,v2.3.0,16.0,4.0,5,critical,scen_000029,top_0029
node_19,rabbitmq,mesh_svc_19,production,us-west-2,us-west-2b,host-310,ct-4396,v1.6.0,2.0,16.0,5,critical,scen_000029,top_0029
node_20,inventory_service,mesh_svc_20,production,us-west-2,us-west-2a,host-714,ct-3710,v2.2.0,2.0,16.0,4,high,scen_000029,top_0029
node_21,inventory_service,mesh_svc_21,production,us-west-2,us-west-2a,host-440,ct-1235,v3.2.0,8.0,64.0,3,low,scen_000029,top_0029
node_22,kafka,mesh_svc_22,production,us-west-2,us-west-2c,host-617,ct-6827,v3.7.0,2.0,64.0,2,low,scen_000029,top_0029
node_23,vm_instance,mesh_svc_23,production,us-west-2,us-west-2c,host-747,ct-7391,v2.9.0,4.0,8.0,3,high,scen_000029,top_0029
node_24,object_storage,mesh_svc_24,production,us-west-2,us-west-2b,host-723,ct-5135,v2.5.0,16.0,4.0,5,low,scen_000029,top_0029
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2a,host-261,ct-9195,v3.2.0,4.0,64.0,5,critical,scen_000030,top_0030
kafka_broker,kafka,kafka,production,us-west-2,us-west-2b,host-656,ct-7451,v1.3.0,8.0,32.0,4,critical,scen_000030,top_0030
notif_01,notification_service,notification_service,production,us-west-2,us-west-2a,host-780,ct-9069,v1.6.0,16.0,32.0,3,high,scen_000030,top_0030
user_01,user_service,user_service,production,us-west-2,us-west-2a,host-836,ct-1872,v2.7.0,8.0,4.0,4,medium,scen_000030,top_0030
db_event,mysql,mysql,production,us-west-2,us-west-2b,host-631,ct-3327,v3.1.0,4.0,4.0,3,high,scen_000030,top_0030
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2c,host-851,ct-2344,v1.5.0,8.0,8.0,4,low,scen_000030,top_0030
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2a,host-469,ct-4777,v2.7.0,8.0,8.0,5,low,scen_000030,top_0030
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-473,ct-9172,v3.0.0,4.0,64.0,1,low,scen_000030,top_0030
consumer_4,web_service,kafka_consumer_4,production,us-west-2,us-west-2a,host-778,ct-1241,v1.7.0,4.0,16.0,5,low,scen_000030,top_0030
consumer_5,web_service,kafka_consumer_5,production,us-west-2,us-west-2a,host-839,ct-6682,v1.4.0,16.0,16.0,1,low,scen_000030,top_0030
consumer_6,web_service,kafka_consumer_6,production,us-west-2,us-west-2a,host-226,ct-7764,v3.3.0,8.0,64.0,4,low,scen_000030,top_0030
consumer_7,web_service,kafka_consumer_7,production,us-west-2,us-west-2b,host-167,ct-2366,v2.0.0,16.0,32.0,3,low,scen_000030,top_0030
node_00,payment_service,mesh_svc_0,production,eu-central-1,eu-central-1c,host-218,ct-6284,v3.8.0,16.0,8.0,5,low,scen_000031,top_0031
node_01,kafka,mesh_svc_1,production,eu-central-1,eu-central-1a,host-195,ct-4333,v2.0.0,8.0,16.0,2,low,scen_000031,top_0031
node_02,notification_service,mesh_svc_2,production,eu-central-1,eu-central-1c,host-523,ct-2759,v3.7.0,16.0,8.0,2,low,scen_000031,top_0031
node_03,postgresql,mesh_svc_3,production,eu-central-1,eu-central-1b,host-232,ct-9036,v1.0.0,2.0,8.0,1,low,scen_000031,top_0031
node_04,kafka,mesh_svc_4,production,eu-central-1,eu-central-1c,host-192,ct-5133,v2.5.0,8.0,8.0,5,high,scen_000031,top_0031
node_05,k8s_node,mesh_svc_5,production,eu-central-1,eu-central-1a,host-814,ct-7459,v3.4.0,16.0,32.0,1,medium,scen_000031,top_0031
node_06,kafka,mesh_svc_6,production,eu-central-1,eu-central-1a,host-523,ct-5700,v3.3.0,8.0,8.0,3,low,scen_000031,top_0031
node_07,mongodb,mesh_svc_7,production,eu-central-1,eu-central-1a,host-849,ct-8128,v1.0.0,8.0,64.0,1,low,scen_000031,top_0031
node_08,mysql,mesh_svc_8,production,eu-central-1,eu-central-1c,host-204,ct-4222,v1.4.0,2.0,16.0,5,low,scen_000031,top_0031
node_09,user_service,mesh_svc_9,production,eu-central-1,eu-central-1c,host-328,ct-7402,v3.1.0,8.0,8.0,4,medium,scen_000031,top_0031
node_10,notification_service,mesh_svc_10,production,eu-central-1,eu-central-1c,host-883,ct-7191,v1.9.0,4.0,4.0,2,critical,scen_000031,top_0031
node_11,load_balancer,mesh_svc_11,production,eu-central-1,eu-central-1c,host-177,ct-3103,v3.2.0,2.0,8.0,4,critical,scen_000031,top_0031
node_12,k8s_node,mesh_svc_12,production,eu-central-1,eu-central-1a,host-542,ct-2892,v3.3.0,2.0,64.0,4,medium,scen_000031,top_0031
node_13,payment_service,mesh_svc_13,production,eu-central-1,eu-central-1c,host-112,ct-5060,v3.0.0,4.0,16.0,5,medium,scen_000031,top_0031
node_14,k8s_node,mesh_svc_14,production,eu-central-1,eu-central-1c,host-707,ct-1970,v2.8.0,8.0,16.0,3,low,scen_000031,top_0031
node_15,redis,mesh_svc_15,production,eu-central-1,eu-central-1a,host-599,ct-4280,v2.9.0,8.0,4.0,4,low,scen_000031,top_0031
node_16,postgresql,mesh_svc_16,production,eu-central-1,eu-central-1b,host-624,ct-4941,v1.0.0,8.0,64.0,1,high,scen_000031,top_0031
node_17,rabbitmq,mesh_svc_17,production,eu-central-1,eu-central-1a,host-622,ct-9850,v1.4.0,16.0,64.0,3,high,scen_000031,top_0031
node_18,user_service,mesh_svc_18,production,eu-central-1,eu-central-1b,host-927,ct-7292,v1.1.0,8.0,32.0,2,high,scen_000031,top_0031
node_19,recommendation_service,mesh_svc_19,production,eu-central-1,eu-central-1c,host-969,ct-9911,v1.5.0,4.0,4.0,4,medium,scen_000031,top_0031
node_20,mongodb,mesh_svc_20,production,eu-central-1,eu-central-1a,host-134,ct-5192,v1.2.0,4.0,8.0,4,low,scen_000031,top_0031
node_21,mysql,mesh_svc_21,production,eu-central-1,eu-central-1c,host-884,ct-7222,v2.4.0,8.0,16.0,5,low,scen_000031,top_0031
node_22,mysql,mesh_svc_22,production,eu-central-1,eu-central-1c,host-448,ct-4780,v1.8.0,16.0,4.0,1,low,scen_000031,top_0031
node_23,notification_service,mesh_svc_23,production,eu-central-1,eu-central-1a,host-881,ct-9215,v1.5.0,4.0,4.0,1,low,scen_000031,top_0031
node_24,mysql,mesh_svc_24,production,eu-central-1,eu-central-1b,host-978,ct-4045,v3.2.0,2.0,4.0,3,medium,scen_000031,top_0031
node_25,redis,mesh_svc_25,production,eu-central-1,eu-central-1b,host-535,ct-4479,v2.6.0,16.0,4.0,3,high,scen_000031,top_0031
node_00,elasticsearch,mesh_svc_0,production,eu-central-1,eu-central-1b,host-930,ct-7854,v2.4.0,8.0,32.0,4,low,scen_000032,top_0032
node_01,mongodb,mesh_svc_1,production,eu-central-1,eu-central-1c,host-226,ct-7941,v1.2.0,16.0,64.0,3,high,scen_000032,top_0032
node_02,auth_service,mesh_svc_2,production,eu-central-1,eu-central-1c,host-374,ct-9882,v1.2.0,16.0,8.0,5,critical,scen_000032,top_0032
node_03,notification_service,mesh_svc_3,production,eu-central-1,eu-central-1a,host-305,ct-9625,v1.4.0,4.0,16.0,4,medium,scen_000032,top_0032
node_04,api_gateway,mesh_svc_4,production,eu-central-1,eu-central-1b,host-393,ct-4592,v1.7.0,2.0,16.0,3,medium,scen_000032,top_0032
node_05,user_service,mesh_svc_5,production,eu-central-1,eu-central-1c,host-850,ct-2943,v2.9.0,4.0,8.0,1,medium,scen_000032,top_0032
node_06,container,mesh_svc_6,production,eu-central-1,eu-central-1c,host-173,ct-9227,v2.8.0,2.0,4.0,5,low,scen_000032,top_0032
node_07,user_service,mesh_svc_7,production,eu-central-1,eu-central-1b,host-134,ct-4201,v1.9.0,8.0,4.0,3,high,scen_000032,top_0032
node_08,k8s_node,mesh_svc_8,production,eu-central-1,eu-central-1b,host-814,ct-4702,v3.7.0,2.0,16.0,3,medium,scen_000032,top_0032
node_09,mongodb,mesh_svc_9,production,eu-central-1,eu-central-1b,host-845,ct-6379,v2.1.0,8.0,16.0,2,critical,scen_000032,top_0032
node_10,redis,mesh_svc_10,production,eu-central-1,eu-central-1c,host-367,ct-1928,v3.0.0,8.0,64.0,2,low,scen_000032,top_0032
node_11,user_service,mesh_svc_11,production,eu-central-1,eu-central-1c,host-108,ct-3323,v3.9.0,8.0,4.0,5,critical,scen_000032,top_0032
node_12,container,mesh_svc_12,production,eu-central-1,eu-central-1b,host-334,ct-2803,v2.3.0,16.0,8.0,2,high,scen_000032,top_0032
node_13,container,mesh_svc_13,production,eu-central-1,eu-central-1a,host-692,ct-5024,v3.5.0,2.0,4.0,2,medium,scen_000032,top_0032
node_14,web_service,mesh_svc_14,production,eu-central-1,eu-central-1c,host-639,ct-2419,v2.7.0,8.0,4.0,5,medium,scen_000032,top_0032
node_15,web_service,mesh_svc_15,production,eu-central-1,eu-central-1b,host-708,ct-4877,v1.2.0,2.0,32.0,2,high,scen_000032,top_0032
node_16,postgresql,mesh_svc_16,production,eu-central-1,eu-central-1b,host-463,ct-5814,v3.7.0,16.0,8.0,1,high,scen_000032,top_0032
node_17,object_storage,mesh_svc_17,production,eu-central-1,eu-central-1b,host-758,ct-5414,v3.1.0,8.0,64.0,1,medium,scen_000032,top_0032
node_18,notification_service,mesh_svc_18,production,eu-central-1,eu-central-1a,host-101,ct-1177,v1.8.0,8.0,32.0,3,critical,scen_000032,top_0032
node_00,mongodb,mesh_svc_0,production,eu-central-1,eu-central-1b,host-114,ct-3688,v2.5.0,16.0,16.0,1,low,scen_000033,top_0033
node_01,notification_service,mesh_svc_1,production,eu-central-1,eu-central-1c,host-528,ct-2537,v3.6.0,4.0,4.0,3,high,scen_000033,top_0033
node_02,order_service,mesh_svc_2,production,eu-central-1,eu-central-1b,host-972,ct-5263,v3.5.0,2.0,16.0,4,high,scen_000033,top_0033
node_03,auth_service,mesh_svc_3,production,eu-central-1,eu-central-1b,host-952,ct-4635,v3.2.0,4.0,4.0,3,medium,scen_000033,top_0033
node_04,mongodb,mesh_svc_4,production,eu-central-1,eu-central-1b,host-621,ct-5715,v3.5.0,16.0,4.0,3,high,scen_000033,top_0033
node_05,api_gateway,mesh_svc_5,production,eu-central-1,eu-central-1b,host-529,ct-6338,v3.3.0,16.0,4.0,3,high,scen_000033,top_0033
node_06,redis,mesh_svc_6,production,eu-central-1,eu-central-1a,host-210,ct-5788,v3.2.0,2.0,32.0,1,high,scen_000033,top_0033
node_07,postgresql,mesh_svc_7,production,eu-central-1,eu-central-1a,host-473,ct-7828,v1.3.0,2.0,32.0,5,medium,scen_000033,top_0033
node_08,vm_instance,mesh_svc_8,production,eu-central-1,eu-central-1a,host-918,ct-2775,v1.9.0,2.0,4.0,1,critical,scen_000033,top_0033
node_09,k8s_node,mesh_svc_9,production,eu-central-1,eu-central-1b,host-823,ct-9400,v1.3.0,2.0,32.0,3,medium,scen_000033,top_0033
node_10,vm_instance,mesh_svc_10,production,eu-central-1,eu-central-1a,host-555,ct-4529,v2.5.0,2.0,16.0,4,high,scen_000033,top_0033
node_11,payment_service,mesh_svc_11,production,eu-central-1,eu-central-1c,host-903,ct-9443,v2.2.0,8.0,32.0,4,critical,scen_000033,top_0033
node_12,elasticsearch,mesh_svc_12,production,eu-central-1,eu-central-1a,host-568,ct-4707,v1.4.0,4.0,32.0,5,high,scen_000033,top_0033
node_13,inventory_service,mesh_svc_13,production,eu-central-1,eu-central-1c,host-244,ct-7653,v1.5.0,4.0,16.0,5,medium,scen_000033,top_0033
node_14,recommendation_service,mesh_svc_14,production,eu-central-1,eu-central-1a,host-857,ct-2721,v1.0.0,16.0,16.0,4,high,scen_000033,top_0033
node_15,order_service,mesh_svc_15,production,eu-central-1,eu-central-1c,host-248,ct-1820,v1.7.0,2.0,8.0,1,high,scen_000033,top_0033
node_16,recommendation_service,mesh_svc_16,production,eu-central-1,eu-central-1a,host-789,ct-4887,v2.6.0,2.0,8.0,1,medium,scen_000033,top_0033
node_17,notification_service,mesh_svc_17,production,eu-central-1,eu-central-1a,host-278,ct-4138,v1.3.0,4.0,4.0,3,low,scen_000033,top_0033
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2a,host-781,ct-3500,v1.0.0,16.0,8.0,2,critical,scen_000034,top_0034
kafka_broker,kafka,kafka,production,us-west-2,us-west-2a,host-410,ct-5564,v3.6.0,4.0,16.0,5,critical,scen_000034,top_0034
notif_01,notification_service,notification_service,production,us-west-2,us-west-2c,host-219,ct-4558,v1.7.0,8.0,16.0,5,high,scen_000034,top_0034
user_01,user_service,user_service,production,us-west-2,us-west-2b,host-870,ct-2949,v3.3.0,2.0,8.0,4,medium,scen_000034,top_0034
db_event,mysql,mysql,production,us-west-2,us-west-2a,host-641,ct-7676,v3.6.0,4.0,64.0,4,high,scen_000034,top_0034
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2a,host-458,ct-2622,v1.8.0,16.0,8.0,2,low,scen_000034,top_0034
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2a,host-457,ct-4689,v1.1.0,4.0,4.0,1,low,scen_000034,top_0034
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-608,ct-6684,v2.7.0,8.0,32.0,5,low,scen_000034,top_0034
consumer_4,web_service,kafka_consumer_4,production,us-west-2,us-west-2b,host-847,ct-9534,v2.4.0,16.0,8.0,3,low,scen_000034,top_0034
consumer_5,web_service,kafka_consumer_5,production,us-west-2,us-west-2a,host-540,ct-8398,v1.9.0,4.0,8.0,2,low,scen_000034,top_0034
consumer_6,web_service,kafka_consumer_6,production,us-west-2,us-west-2b,host-521,ct-7905,v1.5.0,4.0,8.0,5,low,scen_000034,top_0034
consumer_7,web_service,kafka_consumer_7,production,us-west-2,us-west-2c,host-690,ct-2711,v1.8.0,2.0,8.0,2,low,scen_000034,top_0034
consumer_8,web_service,kafka_consumer_8,production,us-west-2,us-west-2c,host-754,ct-8907,v1.6.0,2.0,64.0,1,low,scen_000034,top_0034
consumer_9,web_service,kafka_consumer_9,production,us-west-2,us-west-2a,host-663,ct-9746,v1.9.0,16.0,32.0,4,low,scen_000034,top_0034
consumer_10,web_service,kafka_consumer_10,production,us-west-2,us-west-2c,host-982,ct-2421,v1.1.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_11,web_service,kafka_consumer_11,production,us-west-2,us-west-2a,host-344,ct-6239,v1.1.0,2.0,16.0,1,low,scen_000034,top_0034
consumer_12,web_service,kafka_consumer_12,production,us-west-2,us-west-2c,host-336,ct-6172,v3.8.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_13,web_service,kafka_consumer_13,production,us-west-2,us-west-2b,host-376,ct-3469,v3.8.0,2.0,4.0,2,low,scen_000034,top_0034
consumer_14,web_service,kafka_consumer_14,production,us-west-2,us-west-2b,host-343,ct-3267,v3.2.0,16.0,64.0,2,low,scen_000034,top_0034
consumer_15,web_service,kafka_consumer_15,production,us-west-2,us-west-2a,host-699,ct-4377,v1.4.0,2.0,32.0,2,low,scen_000034,top_0034
consumer_16,web_service,kafka_consumer_16,production,us-west-2,us-west-2a,host-537,ct-4820,v3.7.0,16.0,32.0,3,low,scen_000034,top_0034
consumer_17,web_service,kafka_consumer_17,production,us-west-2,us-west-2c,host-251,ct-6949,v2.1.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_18,web_service,kafka_consumer_18,production,us-west-2,us-west-2a,host-884,ct-2050,v1.0.0,16.0,16.0,3,low,scen_000034,top_0034
consumer_19,web_service,kafka_consumer_19,production,us-west-2,us-west-2a,host-853,ct-1423,v2.7.0,4.0,4.0,4,low,scen_000034,top_0034
consumer_20,web_service,kafka_consumer_20,production,us-west-2,us-west-2c,host-617,ct-4406,v2.2.0,16.0,32.0,5,low,scen_000034,top_0034
consumer_21,web_service,kafka_consumer_21,production,us-west-2,us-west-2c,host-415,ct-6069,v1.8.0,2.0,64.0,5,low,scen_000034,top_0034
node_00,web_service,mesh_svc_0,production,eu-central-1,eu-central-1c,host-258,ct-9126,v2.5.0,4.0,4.0,4,critical,scen_000035,top_0035
node_01,object_storage,mesh_svc_1,production,eu-central-1,eu-central-1c,host-392,ct-2515,v1.2.0,4.0,16.0,3,medium,scen_000035,top_0035
node_02,redis,mesh_svc_2,production,eu-central-1,eu-central-1b,host-741,ct-6632,v3.5.0,2.0,32.0,5,high,scen_000035,top_0035
node_03,recommendation_service,mesh_svc_3,production,eu-central-1,eu-central-1c,host-559,ct-9218,v2.6.0,8.0,16.0,4,critical,scen_000035,top_0035
node_04,api_gateway,mesh_svc_4,production,eu-central-1,eu-central-1a,host-691,ct-6164,v1.7.0,4.0,8.0,5,medium,scen_000035,top_0035
node_05,web_service,mesh_svc_5,production,eu-central-1,eu-central-1b,host-384,ct-3561,v1.5.0,2.0,64.0,5,medium,scen_000035,top_0035
node_06,mongodb,mesh_svc_6,production,eu-central-1,eu-central-1b,host-463,ct-7062,v1.6.0,16.0,16.0,3,high,scen_000035,top_0035
node_07,mysql,mesh_svc_7,production,eu-central-1,eu-central-1c,host-266,ct-3083,v2.8.0,4.0,4.0,1,low,scen_000035,top_0035
node_08,user_service,mesh_svc_8,production,eu-central-1,eu-central-1b,host-499,ct-9605,v3.9.0,16.0,4.0,1,low,scen_000035,top_0035
node_09,container,mesh_svc_9,production,eu-central-1,eu-central-1c,host-280,ct-9426,v3.9.0,16.0,32.0,5,critical,scen_000035,top_0035
node_10,recommendation_service,mesh_svc_10,production,eu-central-1,eu-central-1c,host-759,ct-2594,v2.2.0,16.0,16.0,1,medium,scen_000035,top_0035
node_11,vm_instance,mesh_svc_11,production,eu-central-1,eu-central-1b,host-972,ct-3736,v1.5.0,8.0,8.0,1,critical,scen_000035,top_0035
node_12,kafka,mesh_svc_12,production,eu-central-1,eu-central-1b,host-846,ct-8114,v3.1.0,16.0,64.0,3,medium,scen_000035,top_0035
node_13,container,mesh_svc_13,production,eu-central-1,eu-central-1a,host-946,ct-9599,v1.7.0,8.0,8.0,2,low,scen_000035,top_0035
node_14,notification_service,mesh_svc_14,production,eu-central-1,eu-central-1a,host-246,ct-7284,v1.7.0,2.0,32.0,3,high,scen_000035,top_0035
node_15,web_service,mesh_svc_15,production,eu-central-1,eu-central-1a,host-607,ct-5380,v1.9.0,16.0,32.0,5,critical,scen_000035,top_0035
node_16,auth_service,mesh_svc_16,production,eu-central-1,eu-central-1c,host-923,ct-6246,v1.2.0,16.0,8.0,3,critical,scen_000035,top_0035
node_17,api_gateway,mesh_svc_17,production,eu-central-1,eu-central-1a,host-523,ct-7395,v2.8.0,2.0,4.0,4,medium,scen_000035,top_0035
node_18,order_service,mesh_svc_18,production,eu-central-1,eu-central-1a,host-218,ct-7988,v1.6.0,4.0,64.0,2,low,scen_000035,top_0035
node_19,auth_service,mesh_svc_19,production,eu-central-1,eu-central-1b,host-368,ct-4897,v2.6.0,2.0,8.0,2,medium,scen_000035,top_0035
node_20,mongodb,mesh_svc_20,production,eu-central-1,eu-central-1a,host-330,ct-5433,v2.8.0,8.0,8.0,2,low,scen_000035,top_0035
node_21,payment_service,mesh_svc_21,production,eu-central-1,eu-central-1a,host-482,ct-1792,v2.1.0,8.0,4.0,5,medium,scen_000035,top_0035
node_22,rabbitmq,mesh_svc_22,production,eu-central-1,eu-central-1c,host-360,ct-6454,v3.1.0,16.0,64.0,1,high,scen_000035,top_0035
node_23,container,mesh_svc_23,production,eu-central-1,eu-central-1b,host-749,ct-4372,v2.9.0,2.0,64.0,1,critical,scen_000035,top_0035
node_24,user_service,mesh_svc_24,production,eu-central-1,eu-central-1a,host-294,ct-2267,v3.2.0,16.0,8.0,3,low,scen_000035,top_0035
node_25,kafka,mesh_svc_25,production,eu-central-1,eu-central-1b,host-765,ct-7986,v3.7.0,2.0,8.0,3,medium,scen_000035,top_0035
node_26,inventory_service,mesh_svc_26,production,eu-central-1,eu-central-1a,host-154,ct-9076,v2.9.0,4.0,16.0,5,medium,scen_000035,top_0035
node_27,rabbitmq,mesh_svc_27,production,eu-central-1,eu-central-1a,host-299,ct-3770,v3.2.0,2.0,8.0,5,low,scen_000035,top_0035
node_28,mongodb,mesh_svc_28,production,eu-central-1,eu-central-1c,host-933,ct-4366,v3.4.0,8.0,16.0,1,low,scen_000035,top_0035
node_29,k8s_node,mesh_svc_29,production,eu-central-1,eu-central-1b,host-199,ct-9295,v2.8.0,16.0,16.0,1,low,scen_000035,top_0035
node_30,mysql,mesh_svc_30,production,eu-central-1,eu-central-1c,host-297,ct-9150,v3.8.0,16.0,16.0,1,high,scen_000035,top_0035
node_31,vm_instance,mesh_svc_31,production,eu-central-1,eu-central-1a,host-348,ct-1920,v1.1.0,2.0,32.0,2,high,scen_000035,top_0035
node_32,kafka,mesh_svc_32,production,eu-central-1,eu-central-1b,host-486,ct-8309,v3.2.0,16.0,64.0,5,low,scen_000035,top_0035
node_33,k8s_node,mesh_svc_33,production,eu-central-1,eu-central-1c,host-362,ct-3716,v3.4.0,2.0,64.0,2,high,scen_000035,top_0035
node_34,rabbitmq,mesh_svc_34,production,eu-central-1,eu-central-1a,host-172,ct-7619,v3.3.0,2.0,4.0,4,high,scen_000035,top_0035
node_35,k8s_node,mesh_svc_35,production,eu-central-1,eu-central-1b,host-500,ct-6448,v1.9.0,2.0,8.0,5,medium,scen_000035,top_0035
node_36,postgresql,mesh_svc_36,production,eu-central-1,eu-central-1c,host-469,ct-5341,v3.2.0,8.0,64.0,3,low,scen_000035,top_0035
node_37,rabbitmq,mesh_svc_37,production,eu-central-1,eu-central-1a,host-773,ct-9611,v2.1.0,2.0,8.0,4,high,scen_000035,top_0035
node_38,auth_service,mesh_svc_38,production,eu-central-1,eu-central-1c,host-981,ct-3297,v2.4.0,16.0,8.0,1,low,scen_000035,top_0035
node_39,redis,mesh_svc_39,production,eu-central-1,eu-central-1b,host-442,ct-9525,v3.9.0,8.0,64.0,3,low,scen_000035,top_0035
node_40,api_gateway,mesh_svc_40,production,eu-central-1,eu-central-1c,host-461,ct-3582,v1.6.0,8.0,16.0,1,high,scen_000035,top_0035
node_41,web_service,mesh_svc_41,production,eu-central-1,eu-central-1a,host-993,ct-4817,v1.6.0,2.0,16.0,4,critical,scen_000035,top_0035
node_42,api_gateway,mesh_svc_42,production,eu-central-1,eu-central-1a,host-243,ct-1694,v3.3.0,2.0,32.0,5,low,scen_000035,top_0035
node_43,redis,mesh_svc_43,production,eu-central-1,eu-central-1b,host-190,ct-9066,v2.7.0,8.0,4.0,4,high,scen_000035,top_0035
node_44,kafka,mesh_svc_44,production,eu-central-1,eu-central-1c,host-523,ct-8856,v3.4.0,8.0,16.0,4,high,scen_000035,top_0035
node_45,mongodb,mesh_svc_45,production,eu-central-1,eu-central-1a,host-596,ct-5382,v1.8.0,16.0,64.0,2,low,scen_000035,top_0035
node_46,rabbitmq,mesh_svc_46,production,eu-central-1,eu-central-1c,host-383,ct-7331,v3.8.0,8.0,32.0,2,medium,scen_000035,top_0035
node_00,container,mesh_svc_0,production,ap-southeast-1,ap-southeast-1c,host-611,ct-5012,v1.6.0,2.0,64.0,4,high,scen_000036,top_0036
