scenario_id,incident_id,candidate_node_id,candidate_service,candidate_root_cause_type,temporal_score,severity_score,topology_score,metric_anomaly_score,log_evidence_score,trace_evidence_score,upstream_score,is_root_cause
scen_000023,inc_scen_000023_01,sub_svc_10,sub_service_10,slow_query,0.75,0.53,0.42,0.47,0.21,0.35,0.08,0
scen_000023,inc_scen_000023_01,sub_svc_11,sub_service_11,network_latency,0.5,0.17,0.17,0.77,0.53,0.22,0.42,0
scen_000023,inc_scen_000023_01,sub_svc_12,sub_service_12,network_latency,0.22,0.64,0.15,0.55,0.24,0.72,0.4,0
scen_000023,inc_scen_000023_01,sub_svc_13,sub_service_13,network_latency,0.41,0.29,0.6,0.18,0.37,0.79,0.28,0
scen_000023,inc_scen_000023_01,sub_svc_14,sub_service_14,cpu_saturation,0.57,0.61,0.13,0.66,0.42,0.44,0.42,0
scen_000023,inc_scen_000023_01,sub_svc_15,sub_service_15,network_latency,0.18,0.73,0.38,0.64,0.64,0.12,0.33,0
scen_000023,inc_scen_000023_01,sub_svc_16,sub_service_16,network_latency,0.16,0.45,0.1,0.54,0.3,0.7,0.11,0
scen_000024,inc_scen_000024_01,ingest_01,ingestion_gateway,cpu_saturation,0.39,0.4,0.31,0.54,0.6,0.81,0.4,0
scen_000024,inc_scen_000024_01,kafka_broker,kafka,cpu_saturation,0.33,0.54,0.47,0.7,0.66,0.66,0.44,0
scen_000024,inc_scen_000024_01,notif_01,notification_service,slow_query,0.13,0.23,0.26,0.62,0.24,0.71,0.34,0
scen_000024,inc_scen_000024_01,user_01,user_service,slow_query,0.58,0.56,0.58,0.17,0.65,0.53,0.39,0
scen_000024,inc_scen_000024_01,db_event,mysql,network_latency,0.84,0.49,0.59,0.49,0.67,0.46,0.38,0
scen_000024,inc_scen_000024_01,consumer_1,kafka_consumer_1,cpu_saturation,0.24,0.9,0.53,0.33,0.4,0.51,0.46,0
scen_000024,inc_scen_000024_01,consumer_2,kafka_consumer_2,cpu_saturation,0.18,0.65,0.29,0.52,0.27,0.31,0.39,0
scen_000024,inc_scen_000024_01,consumer_3,kafka_consumer_3,kubernetes_pod_failure,0.76,0.89,0.98,0.8,0.83,0.83,0.91,1
scen_000024,inc_scen_000024_01,consumer_4,kafka_consumer_4,network_latency,0.54,0.19,0.39,0.57,0.11,0.34,0.07,0
scen_000025,inc_scen_000025_01,gw_01,api_gateway,cpu_saturation,0.51,0.89,0.32,0.8,0.52,0.65,0.33,0
scen_000025,inc_scen_000025_01,auth_01,auth_service,network_latency,0.57,0.17,0.11,0.74,0.69,0.1,0.17,0
scen_000025,inc_scen_000025_01,order_01,order_service,network_latency,0.29,0.55,0.22,0.31,0.58,0.55,0.42,0
scen_000025,inc_scen_000025_01,pay_01,payment_service,network_latency,0.23,0.63,0.13,0.7,0.33,0.43,0.39,0
scen_000025,inc_scen_000025_01,inv_01,inventory_service,slow_query,0.32,0.58,0.39,0.74,0.05,0.59,0.17,0
scen_000025,inc_scen_000025_01,db_master,postgresql,slow_query,0.61,0.64,0.16,0.43,0.54,0.62,0.21,0
scen_000025,inc_scen_000025_01,cache_01,redis,network_latency,0.33,0.6,0.54,0.21,0.2,0.24,0.22,0
scen_000025,inc_scen_000025_01,mq_01,kafka,cpu_saturation,0.39,0.33,0.12,0.69,0.56,0.54,0.09,0
scen_000025,inc_scen_000025_01,ecom_aux_1,user_service_1,network_latency,0.58,0.27,0.12,0.2,0.22,0.84,0.23,0
scen_000025,inc_scen_000025_01,ecom_aux_2,user_service_2,cpu_saturation,0.83,0.94,0.82,0.81,0.78,0.95,0.9,1
scen_000025,inc_scen_000025_01,ecom_aux_3,user_service_3,slow_query,0.7,0.57,0.23,0.34,0.16,0.23,0.13,0
scen_000025,inc_scen_000025_01,ecom_aux_4,user_service_4,slow_query,0.23,0.36,0.51,0.71,0.18,0.76,0.44,0
scen_000025,inc_scen_000025_01,ecom_aux_5,user_service_5,cpu_saturation,0.59,0.44,0.33,0.78,0.54,0.54,0.07,0
scen_000025,inc_scen_000025_01,ecom_aux_6,user_service_6,slow_query,0.4,0.56,0.58,0.29,0.23,0.44,0.18,0
scen_000025,inc_scen_000025_01,ecom_aux_7,user_service_7,network_latency,0.4,0.53,0.34,0.18,0.52,0.27,0.33,0
scen_000025,inc_scen_000025_01,ecom_aux_8,user_service_8,slow_query,0.14,0.74,0.4,0.43,0.38,0.57,0.5,0
scen_000025,inc_scen_000025_01,ecom_aux_9,user_service_9,cpu_saturation,0.37,0.6,0.36,0.14,0.45,0.13,0.4,0
scen_000025,inc_scen_000025_01,ecom_aux_10,user_service_10,cpu_saturation,0.29,0.88,0.27,0.55,0.64,0.57,0.29,0
scen_000025,inc_scen_000025_01,ecom_aux_11,user_service_11,network_latency,0.35,0.22,0.3,0.21,0.6,0.54,0.06,0
scen_000025,inc_scen_000025_01,ecom_aux_12,user_service_12,slow_query,0.34,0.39,0.33,0.56,0.47,0.36,0.06,0
scen_000025,inc_scen_000025_01,ecom_aux_13,user_service_13,network_latency,0.11,0.64,0.58,0.72,0.14,0.79,0.17,0
scen_000025,inc_scen_000025_01,ecom_aux_14,user_service_14,slow_query,0.2,0.19,0.42,0.24,0.08,0.38,0.49,0
scen_000025,inc_scen_000025_01,ecom_aux_15,user_service_15,slow_query,0.58,0.31,0.24,0.4,0.13,0.4,0.46,0
scen_000026,inc_scen_000026_01,gw_01,api_gateway,network_latency,0.35,0.76,0.38,0.29,0.54,0.68,0.13,0
scen_000026,inc_scen_000026_01,auth_01,auth_service,network_latency,0.48,0.49,0.15,0.46,0.16,0.63,0.39,0
scen_000026,inc_scen_000026_01,order_01,order_service,slow_query,0.16,0.12,0.24,0.43,0.42,0.49,0.09,0
scen_000026,inc_scen_000026_01,pay_01,payment_service,cpu_saturation,0.18,0.23,0.35,0.72,0.25,0.22,0.23,0
scen_000026,inc_scen_000026_01,inv_01,inventory_service,slow_query,0.48,0.16,0.2,0.31,0.2,0.28,0.29,0
scen_000026,inc_scen_000026_01,db_master,postgresql,network_latency,0.5,0.76,0.17,0.42,0.2,0.56,0.1,0
scen_000026,inc_scen_000026_01,cache_01,redis,cpu_saturation,0.69,0.43,0.19,0.2,0.12,0.78,0.32,0
scen_000026,inc_scen_000026_01,mq_01,kafka,network_latency,0.75,0.35,0.39,0.75,0.17,0.63,0.4,0
scen_000026,inc_scen_000026_01,ecom_aux_1,user_service_1,network_latency,0.52,0.46,0.22,0.39,0.56,0.36,0.32,0
scen_000026,inc_scen_000026_01,ecom_aux_2,user_service_2,slow_query,0.36,0.21,0.33,0.66,0.17,0.13,0.15,0
scen_000026,inc_scen_000026_01,ecom_aux_3,user_service_3,slow_query,0.11,0.26,0.4,0.42,0.6,0.26,0.24,0
scen_000026,inc_scen_000026_01,ecom_aux_4,user_service_4,slow_query,0.34,0.35,0.22,0.72,0.48,0.57,0.35,0
scen_000026,inc_scen_000026_01,ecom_aux_5,user_service_5,cpu_saturation,0.2,0.67,0.28,0.75,0.13,0.52,0.37,0
scen_000026,inc_scen_000026_01,ecom_aux_6,user_service_6,slow_query,0.13,0.83,0.34,0.27,0.23,0.43,0.34,0
scen_000026,inc_scen_000026_01,ecom_aux_7,user_service_7,cpu_saturation,0.36,0.44,0.43,0.67,0.5,0.34,0.15,0
scen_000026,inc_scen_000026_01,ecom_aux_8,user_service_8,network_latency,0.59,0.86,0.37,0.18,0.34,0.75,0.36,0
scen_000026,inc_scen_000026_01,ecom_aux_9,user_service_9,slow_query,0.79,0.6,0.15,0.4,0.51,0.81,0.23,0
scen_000026,inc_scen_000026_01,ecom_aux_10,user_service_10,slow_query,0.17,0.42,0.59,0.14,0.48,0.82,0.18,0
scen_000026,inc_scen_000026_01,ecom_aux_11,user_service_11,network_latency,0.31,0.47,0.25,0.54,0.48,0.75,0.35,0
scen_000026,inc_scen_000026_01,ecom_aux_12,user_service_12,network_latency,0.55,0.45,0.26,0.24,0.08,0.7,0.25,0
scen_000026,inc_scen_000026_01,ecom_aux_13,user_service_13,network_latency,0.74,0.78,0.53,0.29,0.66,0.28,0.2,0
scen_000026,inc_scen_000026_01,ecom_aux_14,user_service_14,cpu_saturation,0.51,0.64,0.38,0.57,0.29,0.41,0.45,0
scen_000026,inc_scen_000026_01,ecom_aux_15,user_service_15,kubernetes_pod_failure,0.87,0.88,0.8,0.73,0.75,0.87,0.88,1
scen_000026,inc_scen_000026_01,ecom_aux_16,user_service_16,slow_query,0.21,0.46,0.17,0.69,0.4,0.36,0.29,0
scen_000026,inc_scen_000026_01,ecom_aux_17,user_service_17,cpu_saturation,0.58,0.64,0.32,0.75,0.68,0.72,0.21,0
scen_000026,inc_scen_000026_01,ecom_aux_18,user_service_18,cpu_saturation,0.83,0.68,0.13,0.14,0.26,0.65,0.23,0
scen_000026,inc_scen_000026_01,ecom_aux_19,user_service_19,network_latency,0.69,0.65,0.21,0.59,0.37,0.7,0.32,0
scen_000026,inc_scen_000026_01,ecom_aux_20,user_service_20,cpu_saturation,0.18,0.5,0.23,0.53,0.6,0.14,0.43,0
scen_000026,inc_scen_000026_01,ecom_aux_21,user_service_21,network_latency,0.61,0.53,0.3,0.14,0.13,0.45,0.46,0
scen_000026,inc_scen_000026_01,ecom_aux_22,user_service_22,network_latency,0.75,0.64,0.23,0.4,0.13,0.36,0.26,0
scen_000026,inc_scen_000026_01,ecom_aux_23,user_service_23,slow_query,0.71,0.57,0.4,0.68,0.66,0.19,0.43,0
scen_000026,inc_scen_000026_01,ecom_aux_24,user_service_24,network_latency,0.21,0.83,0.29,0.69,0.62,0.32,0.09,0
scen_000026,inc_scen_000026_01,ecom_aux_25,user_service_25,slow_query,0.65,0.7,0.58,0.13,0.38,0.67,0.11,0
scen_000026,inc_scen_000026_01,ecom_aux_26,user_service_26,cpu_saturation,0.14,0.22,0.12,0.12,0.65,0.12,0.29,0
scen_000026,inc_scen_000026_01,ecom_aux_27,user_service_27,cpu_saturation,0.82,0.47,0.39,0.39,0.68,0.15,0.15,0
scen_000026,inc_scen_000026_01,ecom_aux_28,user_service_28,network_latency,0.61,0.1,0.12,0.19,0.63,0.13,0.45,0
scen_000026,inc_scen_000026_01,ecom_aux_29,user_service_29,network_latency,0.68,0.54,0.36,0.29,0.56,0.8,0.18,0
scen_000026,inc_scen_000026_01,ecom_aux_30,user_service_30,cpu_saturation,0.33,0.11,0.1,0.35,0.43,0.72,0.08,0
scen_000026,inc_scen_000026_01,ecom_aux_31,user_service_31,network_latency,0.84,0.36,0.15,0.46,0.31,0.1,0.26,0
scen_000026,inc_scen_000026_01,ecom_aux_32,user_service_32,cpu_saturation,0.13,0.11,0.4,0.49,0.08,0.74,0.16,0
scen_000027,inc_scen_000027_01,gw_01,api_gateway,network_latency,0.1,0.57,0.48,0.62,0.49,0.66,0.16,0
scen_000027,inc_scen_000027_01,rec_01,recommendation_service,authentication_failure,0.86,0.8,0.9,0.9,0.71,0.97,0.96,1
scen_000027,inc_scen_000027_01,es_01,elasticsearch,slow_query,0.31,0.52,0.5,0.49,0.41,0.79,0.38,0
scen_000027,inc_scen_000027_01,redis_01,redis,network_latency,0.23,0.11,0.49,0.69,0.26,0.7,0.37,0
scen_000027,inc_scen_000027_01,mongo_01,mongodb,cpu_saturation,0.72,0.45,0.45,0.44,0.39,0.44,0.19,0
scen_000027,inc_scen_000027_01,search_node_1,search_aux_1,slow_query,0.69,0.71,0.52,0.2,0.7,0.5,0.09,0
scen_000027,inc_scen_000027_01,search_node_2,search_aux_2,cpu_saturation,0.62,0.53,0.56,0.48,0.27,0.13,0.3,0
scen_000027,inc_scen_000027_01,search_node_3,search_aux_3,slow_query,0.78,0.11,0.57,0.77,0.38,0.54,0.48,0
scen_000027,inc_scen_000027_01,search_node_4,search_aux_4,network_latency,0.64,0.84,0.37,0.28,0.23,0.84,0.39,0
scen_000027,inc_scen_000027_01,search_node_5,search_aux_5,network_latency,0.54,0.35,0.28,0.7,0.14,0.13,0.25,0
scen_000027,inc_scen_000027_01,search_node_6,search_aux_6,network_latency,0.73,0.11,0.57,0.13,0.24,0.49,0.5,0
scen_000027,inc_scen_000027_01,search_node_7,search_aux_7,cpu_saturation,0.34,0.49,0.55,0.17,0.5,0.41,0.1,0
scen_000027,inc_scen_000027_01,search_node_8,search_aux_8,cpu_saturation,0.5,0.53,0.2,0.36,0.34,0.5,0.17,0
scen_000027,inc_scen_000027_01,search_node_9,search_aux_9,cpu_saturation,0.54,0.41,0.37,0.24,0.06,0.53,0.07,0
scen_000027,inc_scen_000027_01,search_node_10,search_aux_10,slow_query,0.59,0.35,0.58,0.75,0.66,0.76,0.33,0
scen_000027,inc_scen_000027_01,search_node_11,search_aux_11,slow_query,0.55,0.12,0.16,0.22,0.34,0.69,0.45,0
scen_000027,inc_scen_000027_01,search_node_12,search_aux_12,slow_query,0.17,0.36,0.54,0.6,0.13,0.29,0.2,0
scen_000027,inc_scen_000027_01,search_node_13,search_aux_13,slow_query,0.49,0.17,0.58,0.61,0.24,0.71,0.3,0
scen_000027,inc_scen_000027_01,search_node_14,search_aux_14,network_latency,0.3,0.72,0.53,0.58,0.35,0.44,0.24,0
scen_000027,inc_scen_000027_01,search_node_15,search_aux_15,cpu_saturation,0.53,0.44,0.57,0.72,0.11,0.77,0.37,0
scen_000028,inc_scen_000028_01,gw_01,api_gateway,cpu_saturation,0.79,0.47,0.5,0.23,0.17,0.47,0.16,0
scen_000028,inc_scen_000028_01,rec_01,recommendation_service,slow_query,0.48,0.82,0.21,0.77,0.55,0.31,0.3,0
scen_000028,inc_scen_000028_01,es_01,elasticsearch,slow_query,0.78,0.86,0.47,0.68,0.21,0.57,0.22,0
scen_000028,inc_scen_000028_01,redis_01,redis,cpu_saturation,0.2,0.87,0.35,0.29,0.53,0.55,0.43,0
scen_000028,inc_scen_000028_01,mongo_01,mongodb,network_latency,0.55,0.22,0.41,0.34,0.47,0.52,0.36,0
scen_000028,inc_scen_000028_01,search_node_1,search_aux_1,slow_query,0.8,0.32,0.1,0.13,0.51,0.38,0.29,0
scen_000028,inc_scen_000028_01,search_node_2,search_aux_2,network_latency,0.1,0.74,0.34,0.49,0.21,0.64,0.22,0
scen_000028,inc_scen_000028_01,search_node_3,search_aux_3,slow_query,0.77,0.4,0.45,0.79,0.39,0.84,0.09,0
scen_000028,inc_scen_000028_01,search_node_4,search_aux_4,network_latency,0.55,0.61,0.45,0.34,0.24,0.44,0.29,0
scen_000028,inc_scen_000028_01,search_node_5,search_aux_5,slow_query,0.19,0.29,0.38,0.72,0.57,0.45,0.31,0
scen_000028,inc_scen_000028_01,search_node_6,search_aux_6,slow_query,0.44,0.56,0.12,0.36,0.68,0.14,0.46,0
scen_000028,inc_scen_000028_01,search_node_7,search_aux_7,cpu_saturation,0.76,0.41,0.3,0.2,0.32,0.56,0.21,0
scen_000028,inc_scen_000028_01,search_node_8,search_aux_8,cpu_saturation,0.55,0.29,0.19,0.13,0.64,0.53,0.09,0
scen_000028,inc_scen_000028_01,search_node_9,search_aux_9,network_latency,0.61,0.24,0.47,0.77,0.45,0.83,0.27,0
scen_000028,inc_scen_000028_01,search_node_10,search_aux_10,network_latency,0.2,0.47,0.17,0.72,0.49,0.57,0.07,0
scen_000028,inc_scen_000028_01,search_node_11,search_aux_11,slow_query,0.42,0.54,0.17,0.67,0.12,0.47,0.26,0
scen_000028,inc_scen_000028_01,search_node_12,search_aux_12,slow_query,0.46,0.35,0.29,0.69,0.68,0.74,0.05,0
scen_000028,inc_scen_000028_01,search_node_13,search_aux_13,slow_query,0.25,0.56,0.14,0.57,0.41,0.82,0.46,0
scen_000028,inc_scen_000028_01,search_node_14,search_aux_14,cpu_saturation,0.82,0.1,0.24,0.38,0.55,0.4,0.12,0
scen_000028,inc_scen_000028_01,search_node_15,search_aux_15,network_latency,0.4,0.35,0.16,0.12,0.64,0.64,0.3,0
scen_000028,inc_scen_000028_01,search_node_16,search_aux_16,network_latency,0.36,0.56,0.56,0.15,0.51,0.5,0.09,0
scen_000028,inc_scen_000028_01,search_node_17,search_aux_17,slow_query,0.71,0.45,0.52,0.57,0.22,0.63,0.44,0
scen_000028,inc_scen_000028_01,search_node_18,search_aux_18,network_latency,0.43,0.29,0.34,0.55,0.37,0.44,0.24,0
scen_000028,inc_scen_000028_01,search_node_19,search_aux_19,slow_query,0.19,0.14,0.41,0.35,0.22,0.55,0.37,0
scen_000028,inc_scen_000028_01,search_node_20,search_aux_20,cpu_saturation,0.65,0.6,0.41,0.42,0.54,0.5,0.25,0
scen_000028,inc_scen_000028_01,search_node_21,search_aux_21,configuration_error,0.96,0.7,0.83,0.8,0.67,0.81,0.92,1
scen_000028,inc_scen_000028_01,search_node_22,search_aux_22,network_latency,0.41,0.42,0.16,0.45,0.49,0.6,0.08,0
scen_000028,inc_scen_000028_01,search_node_23,search_aux_23,network_latency,0.69,0.48,0.24,0.57,0.62,0.7,0.11,0
scen_000028,inc_scen_000028_01,search_node_24,search_aux_24,slow_query,0.77,0.43,0.3,0.7,0.15,0.64,0.34,0
scen_000028,inc_scen_000028_01,search_node_25,search_aux_25,cpu_saturation,0.39,0.9,0.16,0.23,0.6,0.41,0.11,0
scen_000028,inc_scen_000028_01,search_node_26,search_aux_26,cpu_saturation,0.76,0.39,0.26,0.6,0.41,0.73,0.48,0
scen_000028,inc_scen_000028_01,search_node_27,search_aux_27,network_latency,0.8,0.11,0.28,0.15,0.46,0.18,0.32,0
scen_000028,inc_scen_000028_01,search_node_28,search_aux_28,cpu_saturation,0.31,0.62,0.25,0.13,0.45,0.73,0.28,0
scen_000028,inc_scen_000028_01,search_node_29,search_aux_29,slow_query,0.24,0.76,0.39,0.38,0.3,0.33,0.12,0
scen_000028,inc_scen_000028_01,search_node_30,search_aux_30,slow_query,0.62,0.39,0.15,0.44,0.53,0.46,0.3,0
scen_000028,inc_scen_000028_01,search_node_31,search_aux_31,cpu_saturation,0.41,0.41,0.28,0.27,0.36,0.42,0.47,0
scen_000028,inc_scen_000028_01,search_node_32,search_aux_32,cpu_saturation,0.78,0.28,0.28,0.47,0.41,0.63,0.18,0
scen_000028,inc_scen_000028_01,search_node_33,search_aux_33,slow_query,0.27,0.16,0.46,0.37,0.56,0.32,0.2,0
scen_000028,inc_scen_000028_02,gw_01,api_gateway,cpu_saturation,0.48,0.36,0.12,0.51,0.49,0.78,0.44,0
scen_000028,inc_scen_000028_02,rec_01,recommendation_service,cpu_saturation,0.8,0.21,0.47,0.68,0.36,0.71,0.09,0
scen_000028,inc_scen_000028_02,es_01,elasticsearch,network_latency,0.76,0.13,0.31,0.76,0.4,0.44,0.45,0
scen_000028,inc_scen_000028_02,redis_01,redis,cpu_saturation,0.72,0.18,0.32,0.56,0.12,0.65,0.38,0
scen_000028,inc_scen_000028_02,mongo_01,mongodb,network_latency,0.43,0.1,0.27,0.63,0.47,0.45,0.35,0
scen_000028,inc_scen_000028_02,search_node_1,search_aux_1,network_latency,0.59,0.51,0.58,0.47,0.56,0.24,0.25,0
scen_000028,inc_scen_000028_02,search_node_2,search_aux_2,cpu_saturation,0.5,0.24,0.56,0.24,0.42,0.7,0.21,0
scen_000028,inc_scen_000028_02,search_node_3,search_aux_3,network_latency,0.15,0.5,0.28,0.34,0.64,0.26,0.27,0
scen_000028,inc_scen_000028_02,search_node_4,search_aux_4,slow_query,0.61,0.42,0.5,0.52,0.22,0.27,0.38,0
scen_000028,inc_scen_000028_02,search_node_5,search_aux_5,cpu_saturation,0.67,0.46,0.1,0.24,0.32,0.53,0.3,0
scen_000028,inc_scen_000028_02,search_node_6,search_aux_6,network_latency,0.16,0.58,0.14,0.25,0.27,0.44,0.37,0
scen_000028,inc_scen_000028_02,search_node_7,search_aux_7,slow_query,0.18,0.77,0.22,0.38,0.41,0.26,0.2,0
scen_000028,inc_scen_000028_02,search_node_8,search_aux_8,slow_query,0.19,0.75,0.23,0.36,0.12,0.52,0.22,0
scen_000028,inc_scen_000028_02,search_node_9,search_aux_9,network_latency,0.61,0.49,0.49,0.62,0.63,0.83,0.48,0
scen_000028,inc_scen_000028_02,search_node_10,search_aux_10,cpu_saturation,0.41,0.35,0.44,0.17,0.35,0.56,0.1,0
scen_000028,inc_scen_000028_02,search_node_11,search_aux_11,slow_query,0.12,0.5,0.31,0.52,0.41,0.85,0.07,0
scen_000028,inc_scen_000028_02,search_node_12,search_aux_12,network_latency,0.46,0.28,0.53,0.3,0.65,0.14,0.09,0
scen_000028,inc_scen_000028_02,search_node_13,search_aux_13,slow_query,0.25,0.19,0.42,0.41,0.6,0.62,0.22,0
scen_000028,inc_scen_000028_02,search_node_14,search_aux_14,cpu_saturation,0.63,0.59,0.21,0.28,0.53,0.74,0.31,0
scen_000028,inc_scen_000028_02,search_node_15,search_aux_15,cpu_saturation,0.44,0.59,0.15,0.35,0.57,0.6,0.3,0
scen_000028,inc_scen_000028_02,search_node_16,search_aux_16,network_latency,0.3,0.84,0.22,0.41,0.28,0.11,0.32,0
scen_000028,inc_scen_000028_02,search_node_17,search_aux_17,cpu_saturation,0.48,0.15,0.53,0.26,0.46,0.41,0.1,0
scen_000028,inc_scen_000028_02,search_node_18,search_aux_18,cpu_saturation,0.56,0.25,0.53,0.34,0.53,0.79,0.08,0
scen_000028,inc_scen_000028_02,search_node_19,search_aux_19,slow_query,0.22,0.53,0.28,0.26,0.4,0.16,0.31,0
scen_000028,inc_scen_000028_02,search_node_20,search_aux_20,cpu_saturation,0.38,0.12,0.31,0.77,0.57,0.4,0.21,0
scen_000028,inc_scen_000028_02,search_node_21,search_aux_21,network_latency,0.17,0.68,0.21,0.68,0.57,0.29,0.44,0
scen_000028,inc_scen_000028_02,search_node_22,search_aux_22,cpu_saturation,0.19,0.5,0.48,0.32,0.35,0.46,0.11,0
scen_000028,inc_scen_000028_02,search_node_23,search_aux_23,slow_query,0.73,0.26,0.54,0.5,0.35,0.36,0.19,0
scen_000028,inc_scen_000028_02,search_node_24,search_aux_24,network_latency,0.22,0.75,0.6,0.7,0.6,0.62,0.1,0
scen_000028,inc_scen_000028_02,search_node_25,search_aux_25,slow_query,0.76,0.18,0.49,0.39,0.19,0.26,0.11,0
scen_000028,inc_scen_000028_02,search_node_26,search_aux_26,dependency_timeout,0.97,0.77,0.91,0.78,0.8,0.97,0.91,1
scen_000028,inc_scen_000028_02,search_node_27,search_aux_27,cpu_saturation,0.37,0.73,0.32,0.28,0.2,0.16,0.46,0
scen_000028,inc_scen_000028_02,search_node_28,search_aux_28,cpu_saturation,0.1,0.46,0.31,0.34,0.37,0.2,0.14,0
scen_000028,inc_scen_000028_02,search_node_29,search_aux_29,cpu_saturation,0.58,0.8,0.44,0.32,0.5,0.23,0.15,0
scen_000028,inc_scen_000028_02,search_node_30,search_aux_30,slow_query,0.69,0.39,0.55,0.22,0.24,0.74,0.31,0
scen_000028,inc_scen_000028_02,search_node_31,search_aux_31,cpu_saturation,0.83,0.89,0.45,0.57,0.2,0.35,0.09,0
scen_000028,inc_scen_000028_02,search_node_32,search_aux_32,cpu_saturation,0.33,0.73,0.42,0.64,0.42,0.19,0.14,0
scen_000028,inc_scen_000028_02,search_node_33,search_aux_33,slow_query,0.57,0.16,0.27,0.14,0.44,0.72,0.32,0
scen_000029,inc_scen_000029_01,node_00,mesh_svc_0,slow_query,0.23,0.31,0.3,0.23,0.42,0.72,0.38,0
scen_000029,inc_scen_000029_01,node_01,mesh_svc_1,slow_query,0.5,0.7,0.54,0.39,0.52,0.68,0.18,0
scen_000029,inc_scen_000029_01,node_02,mesh_svc_2,slow_query,0.72,0.65,0.1,0.31,0.08,0.73,0.08,0
scen_000029,inc_scen_000029_01,node_03,mesh_svc_3,kubernetes_pod_failure,0.79,0.94,0.98,0.91,0.86,0.95,0.87,1
scen_000029,inc_scen_000029_01,node_04,mesh_svc_4,slow_query,0.68,0.74,0.18,0.14,0.49,0.55,0.5,0
scen_000029,inc_scen_000029_01,node_05,mesh_svc_5,network_latency,0.27,0.82,0.34,0.12,0.3,0.16,0.37,0
scen_000029,inc_scen_000029_01,node_06,mesh_svc_6,cpu_saturation,0.66,0.16,0.46,0.59,0.3,0.51,0.07,0
scen_000029,inc_scen_000029_01,node_07,mesh_svc_7,slow_query,0.14,0.72,0.24,0.69,0.52,0.6,0.32,0
scen_000029,inc_scen_000029_01,node_08,mesh_svc_8,cpu_saturation,0.65,0.46,0.43,0.27,0.63,0.44,0.36,0
scen_000029,inc_scen_000029_01,node_09,mesh_svc_9,cpu_saturation,0.34,0.48,0.52,0.66,0.43,0.33,0.45,0
scen_000029,inc_scen_000029_01,node_10,mesh_svc_10,cpu_saturation,0.8,0.3,0.12,0.63,0.21,0.63,0.09,0
scen_000029,inc_scen_000029_01,node_11,mesh_svc_11,network_latency,0.51,0.81,0.53,0.34,0.68,0.14,0.17,0
scen_000029,inc_scen_000029_01,node_12,mesh_svc_12,network_latency,0.24,0.5,0.24,0.13,0.31,0.78,0.29,0
scen_000029,inc_scen_000029_01,node_13,mesh_svc_13,network_latency,0.36,0.54,0.57,0.16,0.14,0.66,0.12,0
scen_000029,inc_scen_000029_01,node_14,mesh_svc_14,slow_query,0.34,0.27,0.55,0.24,0.43,0.37,0.35,0
scen_000029,inc_scen_000029_01,node_15,mesh_svc_15,cpu_saturation,0.33,0.57,0.31,0.3,0.33,0.25,0.44,0
scen_000029,inc_scen_000029_01,node_16,mesh_svc_16,cpu_saturation,0.62,0.49,0.5,0.39,0.35,0.73,0.49,0
scen_000029,inc_scen_000029_01,node_17,mesh_svc_17,network_latency,0.82,0.16,0.41,0.61,0.53,0.75,0.23,0
scen_000029,inc_scen_000029_01,node_18,mesh_svc_18,network_latency,0.72,0.21,0.33,0.51,0.2,0.39,0.08,0
scen_000029,inc_scen_000029_01,node_19,mesh_svc_19,cpu_saturation,0.77,0.81,0.5,0.1,0.42,0.48,0.06,0
scen_000029,inc_scen_000029_01,node_20,mesh_svc_20,cpu_saturation,0.57,0.16,0.36,0.28,0.21,0.73,0.41,0
scen_000029,inc_scen_000029_01,node_21,mesh_svc_21,network_latency,0.64,0.35,0.45,0.16,0.58,0.7,0.38,0
scen_000029,inc_scen_000029_01,node_22,mesh_svc_22,cpu_saturation,0.21,0.15,0.16,0.53,0.34,0.72,0.37,0
scen_000029,inc_scen_000029_01,node_23,mesh_svc_23,network_latency,0.24,0.67,0.13,0.32,0.44,0.14,0.27,0
scen_000029,inc_scen_000029_01,node_24,mesh_svc_24,cpu_saturation,0.64,0.68,0.12,0.23,0.19,0.33,0.27,0
scen_000029,inc_scen_000029_02,node_00,mesh_svc_0,cpu_saturation,0.22,0.68,0.28,0.7,0.62,0.72,0.4,0
scen_000029,inc_scen_000029_02,node_01,mesh_svc_1,network_latency,0.41,0.59,0.35,0.68,0.19,0.29,0.39,0
scen_000029,inc_scen_000029_02,node_02,mesh_svc_2,slow_query,0.47,0.57,0.32,0.4,0.46,0.69,0.14,0
scen_000029,inc_scen_000029_02,node_03,mesh_svc_3,cpu_saturation,0.49,0.73,0.44,0.61,0.41,0.66,0.08,0
scen_000029,inc_scen_000029_02,node_04,mesh_svc_4,slow_query,0.35,0.32,0.26,0.63,0.57,0.17,0.17,0
scen_000029,inc_scen_000029_02,node_05,mesh_svc_5,network_latency,0.42,0.21,0.54,0.64,0.33,0.58,0.2,0
scen_000029,inc_scen_000029_02,node_06,mesh_svc_6,message_queue_backlog,0.87,0.9,0.99,0.89,0.74,0.91,0.99,1
scen_000029,inc_scen_000029_02,node_07,mesh_svc_7,network_latency,0.29,0.53,0.25,0.73,0.33,0.55,0.37,0
scen_000029,inc_scen_000029_02,node_08,mesh_svc_8,network_latency,0.59,0.39,0.2,0.69,0.68,0.34,0.19,0
scen_000029,inc_scen_000029_02,node_09,mesh_svc_9,slow_query,0.5,0.61,0.56,0.42,0.08,0.66,0.34,0
